Time,Target,TargetPos,TargetScale,InitialHit,AvgGazeHit,CenterError,EyeToTargetDistance,ValidFrames,ExpectedFrames,GazeHitRate,InitialHit%,AvgGaze%
99.7634,Left Top Target,8.03 5.96 20.00,1.00 1.00 0.10,null,null,null,null,0,220,0.00,null,null
104.7758,Middle Bottom Target,10.06 1.82 20.00,1.00 1.00 0.10,9.61 1.70 19.98,9.60 1.70 19.99,0.4742,24.3464,3,206,0.01,92.3,94.8

--- New Session: 7/2/2025 2:52:01 PM ---
111.6637,Right Bottom Target,12.16 1.81 20.00,1.00 1.00 0.10,null,null,null,null,0,210,0.00,null,null
116.6753,RIght Top Target,12.16 5.96 20.00,1.00 1.00 0.10,null,null,null,null,0,216,0.00,null,null
121.6877,Middle Top Target,10.06 5.96 20.00,1.00 1.00 0.10,null,null,null,null,0,218,0.00,null,null
126.6997,Right Middle Target,12.16 3.93 20.00,1.00 1.00 0.10,11.86 4.30 19.99,11.90 4.31 19.99,0.4599,24.5356,27,215,0.13,96.0,92.0
131.7117,Left Bottom Target,8.03 1.82 20.00,1.00 1.00 0.10,null,null,null,null,0,218,0.00,null,null
136.7241,Left Middle Target,8.03 3.85 20.00,1.00 1.00 0.10,null,null,null,null,0,216,0.00,null,null
141.7350,Middle Middle Target,10.06 3.87 20.00,1.00 1.00 0.10,9.66 4.02 19.98,9.80 3.90 19.97,0.2604,24.4364,25,215,0.12,85.4,52.1
146.7478,Left Top Target,8.03 5.96 20.00,1.00 1.00 0.10,null,null,null,null,0,226,0.00,null,null
151.7599,Middle Bottom Target,10.06 1.82 20.00,1.00 1.00 0.10,null,null,null,null,0,215,0.00,null,null

--- New Session: 7/2/2025 2:52:51 PM ---
161.1126,Right Bottom Target,12.16 1.81 20.00,1.00 1.00 0.10,11.77 1.77 19.97,11.73 1.87 19.98,0.4306,24.4765,42,214,0.20,78.4,86.1
166.1255,RIght Top Target,12.16 5.96 20.00,1.00 1.00 0.10,11.74 6.22 20.00,11.81 6.17 19.97,0.4105,24.8368,8,213,0.04,97.7,82.1
171.1373,Middle Top Target,10.06 5.96 20.00,1.00 1.00 0.10,null,null,null,null,0,213,0.00,null,null
176.1487,Right Middle Target,12.16 3.93 20.00,1.00 1.00 0.10,12.02 4.27 19.97,11.90 4.23 19.97,0.3981,24.5764,151,222,0.68,74.0,79.6
181.1610,Left Bottom Target,8.03 1.82 20.00,1.00 1.00 0.10,null,null,null,null,0,212,0.00,null,null
186.1731,Left Middle Target,8.03 3.85 20.00,1.00 1.00 0.10,null,null,null,null,0,211,0.00,null,null
191.1851,Middle Middle Target,10.06 3.87 20.00,1.00 1.00 0.10,9.58 3.97 20.00,9.61 3.97 19.98,0.4595,24.4745,14,214,0.07,98.9,91.9
196.1970,Left Top Target,8.03 5.96 20.00,1.00 1.00 0.10,null,null,null,null,0,218,0.00,null,null
201.2087,Middle Bottom Target,10.06 1.82 20.00,1.00 1.00 0.10,null,null,null,null,0,212,0.00,null,null
