Time,Target,TargetPos,TargetScale,InitialHit,AvgGazeHit,CenterError,EyeToTargetDistance,ValidFrames,ExpectedFrames,GazeHitRate,InitialHit%,AvgGaze%
69.1298,Left Middle Target,8.03 3.85 20.00,1.00 1.00 0.10,7.58 3.75 19.98,7.62 3.78 19.97,0.4166,5.8702,39,226,0.17,92.2,83.3
74.1469,RIght Top Target,12.16 5.96 20.00,1.00 1.00 0.10,null,null,null,null,0,217,0.00,null,null
79.1596,Left Top Target,8.03 5.96 20.00,1.00 1.00 0.10,7.86 6.13 19.96,7.85 6.05 19.96,0.2095,6.9302,215,213,1.01,47.5,41.9
84.1712,Right Middle Target,12.16 3.93 20.00,1.00 1.00 0.10,12.28 3.99 19.95,12.27 3.98 19.95,0.1304,6.0201,215,216,1.00,28.2,26.1
89.1890,Middle Top Target,10.06 5.96 20.00,1.00 1.00 0.10,9.94 6.39 19.98,9.97 6.39 19.98,0.4341,6.6674,160,206,0.78,89.2,86.8
94.2002,Right Bottom Target,12.16 1.81 20.00,1.00 1.00 0.10,12.17 1.69 19.95,12.18 1.75 19.95,0.0763,5.5963,200,224,0.89,24.9,15.3
99.2073,Middle Bottom Target,10.06 1.82 20.00,1.00 1.00 0.10,9.93 1.58 19.96,10.01 1.65 19.95,0.1834,5.1304,215,210,1.02,53.9,36.7
104.2202,Middle Middle Target,10.06 3.87 20.00,1.00 1.00 0.10,10.03 3.91 19.95,9.96 3.98 19.95,0.1547,5.5662,215,219,0.98,14.4,30.9

--- New Session: 7/2/2025 3:17:19 PM ---
111.3083,Left Bottom Target,8.03 1.82 20.00,1.00 1.00 0.10,7.72 1.65 19.97,7.71 1.69 19.97,0.3530,5.4548,213,213,1.00,70.9,70.6
116.3202,Left Middle Target,8.03 3.85 20.00,1.00 1.00 0.10,7.73 3.91 19.96,7.72 3.92 19.96,0.3181,5.8591,215,221,0.97,62.2,63.6
121.3317,RIght Top Target,12.16 5.96 20.00,1.00 1.00 0.10,null,null,null,null,0,218,0.00,null,null
126.3436,Left Top Target,8.03 5.96 20.00,1.00 1.00 0.10,7.92 5.98 19.95,7.81 6.02 19.96,0.2342,6.9217,214,213,1.00,25.2,46.8
131.3562,Right Middle Target,12.16 3.93 20.00,1.00 1.00 0.10,12.31 4.03 19.95,12.29 4.07 19.96,0.1985,6.0118,198,219,0.90,37.2,39.7
136.3677,Middle Top Target,10.06 5.96 20.00,1.00 1.00 0.10,9.99 6.40 19.98,9.99 6.38 19.98,0.4267,6.6599,48,223,0.22,88.6,85.3
141.3803,Right Bottom Target,12.16 1.81 20.00,1.00 1.00 0.10,12.23 1.74 19.95,12.22 1.80 19.95,0.0803,5.5913,215,213,1.01,21.9,16.1
146.3923,Middle Bottom Target,10.06 1.82 20.00,1.00 1.00 0.10,9.93 1.73 19.95,9.89 1.70 19.96,0.2103,5.1230,215,216,1.00,32.6,42.1
151.4043,Middle Middle Target,10.06 3.87 20.00,1.00 1.00 0.10,9.94 3.97 19.95,9.90 3.96 19.95,0.1936,5.5591,215,218,0.99,32.8,38.7

--- New Session: 7/2/2025 3:18:08 PM ---
159.5882,Left Bottom Target,8.03 1.82 20.00,1.00 1.00 0.10,7.71 1.76 19.96,7.70 1.81 19.97,0.3364,5.4554,203,211,0.96,66.3,67.3
164.6001,Left Middle Target,8.03 3.85 20.00,1.00 1.00 0.10,7.78 3.81 19.96,7.82 3.84 19.96,0.2132,5.8683,215,226,0.95,51.1,42.6
169.6122,RIght Top Target,12.16 5.96 20.00,1.00 1.00 0.10,null,null,null,null,0,217,0.00,null,null
174.6239,Left Top Target,8.03 5.96 20.00,1.00 1.00 0.10,7.89 6.06 19.95,7.89 6.03 19.95,0.1678,6.9290,215,228,0.94,34.7,33.6
179.6367,Right Middle Target,12.16 3.93 20.00,1.00 1.00 0.10,12.22 4.06 19.95,12.24 4.09 19.95,0.1843,6.0195,213,207,1.03,30.1,36.9
184.6480,Middle Top Target,10.06 5.96 20.00,1.00 1.00 0.10,null,null,null,null,0,210,0.00,null,null
189.6598,Right Bottom Target,12.16 1.81 20.00,1.00 1.00 0.10,12.19 1.68 19.95,12.23 1.68 19.95,0.1531,5.5924,214,213,1.00,28.4,30.6
